[2021-12-08 02:10:08,999:17] top1
[2021-12-08 02:10:09,003:25] not p1
[2021-12-08 02:10:09,004:27] top2
[2021-12-08 02:10:09,004:30] p3
[2021-12-08 02:10:09,004:30] p3
[2021-12-08 02:10:09,004:30] p3
[2021-12-08 02:10:09,004:30] p3
[2021-12-08 02:10:09,004:30] p3
[2021-12-08 02:10:09,004:30] p3
[2021-12-08 02:10:09,004:30] p3
[2021-12-08 02:10:09,005:30] p3
[2021-12-08 02:10:09,005:32] top3
