[2021-12-08 02:07:35,998:17] top1
[2021-12-08 02:07:36,000:25] not p1
[2021-12-08 02:07:36,000:27] top2
[2021-12-08 02:07:36,000:30] p3
[2021-12-08 02:07:36,000:30] p3
[2021-12-08 02:07:36,000:30] p3
[2021-12-08 02:07:36,000:30] p3
[2021-12-08 02:07:36,000:30] p3
[2021-12-08 02:07:36,000:30] p3
[2021-12-08 02:07:36,000:30] p3
[2021-12-08 02:07:36,001:32] top3
